sample_id,label,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std,spectral_centroid_mean,spectral_centroid_std,spectral_rolloff_mean,spectral_rolloff_std,spectral_bandwidth_mean,spectral_bandwidth_std,spectral_flatness_mean,spectral_flatness_std,zero_crossing_rate_mean,zero_crossing_rate_std,rms_mean,rms_std,chroma_mean,chroma_std,tempo,pitch_mean,pitch_std,pitch_min,pitch_max
10,0,-158.27650451660156,52.25927734375,184.56983947753906,24.25456428527832,-82.5795669555664,35.27276611328125,-19.243358612060547,21.59722900390625,-30.757465362548828,22.332279205322266,-19.013164520263672,18.38075065612793,-29.839250564575195,13.507646560668945,-18.16629409790039,9.769264221191406,-5.893908977508545,7.7391462326049805,-8.57553768157959,7.866327285766602,-1.1608463525772095,6.986697673797607,-3.0601298809051514,8.001626014709473,-1.4621552228927612,7.06729793548584,1872.7475903705006,711.175408447128,3135.757566437008,1474.8465877705707,1769.9927667782154,590.5932732931715,2.7017505999538116e-05,0.0002064004074782133,0.05641817966113611,0.02861738651184804,0.1892004758119583,0.07814651727676392,0.4286799132823944,0.29059723019599915,117.45383522727273,234.90911216959958,71.13244253434311,149.18407022798777,350.74604281475587
11,0,-250.80184936523438,56.6363410949707,160.97581481933594,51.22153091430664,-21.060745239257812,24.278955459594727,30.515499114990234,30.91455078125,-0.9861125946044922,22.430681228637695,16.843894958496094,15.759716987609863,-15.212510108947754,11.502799987792969,0.031364504247903824,10.134686470031738,-13.66184139251709,9.855579376220703,-4.91759729385376,10.47835636138916,-2.256561517715454,7.698498725891113,-0.3627777099609375,9.644584655761719,-6.535686016082764,6.936154365539551,2418.7897772031274,1645.4070416876555,4307.35246642562,2835.810139589344,2628.16956991826,759.4096650945828,0.00022904746583662927,0.000971361470874399,0.06747159090909091,0.07245312246842202,0.0782228484749794,0.05586489662528038,0.4648207128047943,0.28684002161026,132.51201923076923,159.06114751235455,12.949267184799663,133.67782454745833,220.95616125481965
12,0,-292.0997619628906,74.23660278320312,149.67124938964844,58.7374153137207,-5.262366771697998,32.42168045043945,30.191417694091797,37.445106506347656,-5.898252487182617,25.769264221191406,24.295217514038086,19.689966201782227,-12.240979194641113,14.922730445861816,-4.387176990509033,13.677210807800293,-8.917478561401367,11.538209915161133,-5.858658790588379,12.512934684753418,-4.268355846405029,9.028905868530273,-4.016523361206055,13.973871231079102,-7.477904796600342,8.591987609863281,2522.1498115639934,1823.8069510614778,4478.63958494582,3061.4936948842133,2751.875873116898,797.2655855974083,0.000136132599436678,0.0002804042596835643,0.06326341186145511,0.07905070544495832,0.07189640402793884,0.05679863318800926,0.4135807752609253,0.31403249502182007,60.799632352941174,177.63415957044478,20.016379012937698,132.1424037754371,232.74661091998058
13,0,-257.8533935546875,63.59972381591797,136.11671447753906,51.34627151489258,-0.6973485946655273,25.026777267456055,44.62471008300781,31.197973251342773,-7.395020008087158,26.097637176513672,29.64181900024414,13.776328086853027,-12.799397468566895,13.972517967224121,-2.1059114933013916,11.78495979309082,-12.67239761352539,10.280413627624512,-1.8933022022247314,11.945581436157227,-7.768113136291504,9.946065902709961,-4.887427806854248,10.256551742553711,-3.6583776473999023,7.711609840393066,2863.778565200933,2028.7753349462564,5235.237764721074,3549.4570060909364,3059.4412830061597,804.6798819710009,0.00029849199927411973,0.0013134815962985158,0.07395241477272728,0.09213708411911636,0.0891389474272728,0.058965470641851425,0.4277580976486206,0.31406253576278687,120.18531976744185,170.1796967350468,22.402083991942973,141.62672164226916,226.12076670401177
14,0,-243.7725067138672,81.34825897216797,128.1892547607422,47.040679931640625,-2.8834874629974365,35.698646545410156,48.92964172363281,34.03545379638672,3.1406397819519043,29.497161865234375,23.619190216064453,15.762749671936035,-15.280220985412598,16.170137405395508,-3.2513670921325684,13.624167442321777,-7.421199798583984,11.57529067993164,-4.784482955932617,11.844696044921875,-8.98702621459961,9.081883430480957,-8.322335243225098,9.677010536193848,-6.144866466522217,7.670158386230469,2569.993259722918,1877.4797298475314,4739.908702761628,3104.2648259728544,2886.781341785522,705.4981474187599,0.00016197661170735955,0.0008692425326444209,0.06169490370639535,0.08505102133932496,0.12577104568481445,0.06718990951776505,0.3703102469444275,0.32625511288642883,80.74951171875,204.8527119346843,31.88620524935866,158.97062006992283,307.11099431449526
15,0,-235.8897247314453,79.84967803955078,139.38623046875,37.680152893066406,-0.9363104701042175,37.91181564331055,42.479488372802734,28.928327560424805,13.411138534545898,24.376659393310547,23.629980087280273,13.936984062194824,-9.93371295928955,17.218612670898438,-3.994568109512329,12.953118324279785,-4.03508996963501,11.511284828186035,-3.321279287338257,11.085637092590332,-7.9419074058532715,9.890159606933594,-9.43913745880127,8.391820907592773,-7.59031867980957,9.12162971496582,2118.150391139277,1435.9032276609798,3820.2965644612973,2774.657377451858,2704.643579658539,702.0685697106054,0.00022226844157557935,0.0008808778366073966,0.04264391017259414,0.04677586437015097,0.13886520266532898,0.07572431117296219,0.3829347491264343,0.3196790814399719,114.84375,186.81685430419353,13.0877053975864,154.4450351029245,222.23614727554795
16,0,-232.25784301757812,62.65459060668945,138.51339721679688,47.17751693725586,-8.941354751586914,34.37166213989258,50.852657318115234,32.044105529785156,4.082242965698242,24.152565002441406,15.40157413482666,15.732783317565918,-9.569743156433105,15.520630836486816,-5.146553039550781,12.600263595581055,-4.935183525085449,11.736469268798828,-8.095954895019531,11.82395076751709,-8.975735664367676,9.392669677734375,-5.331989288330078,8.983952522277832,-8.142781257629395,8.477190017700195,2315.665925829325,1656.5043170624142,4118.136117478048,2916.602027648219,2614.684500196601,747.9815034047414,0.0001250843924935907,0.0004482117365114391,0.05471776536673554,0.06776355612770471,0.14016667008399963,0.07536698877811432,0.37692832946777344,0.3246881663799286,151.99908088235293,196.5170901183858,18.737072582443094,150.91750562599972,248.01490534866093
17,0,-268.10595703125,69.86307525634766,147.26507568359375,51.24614715576172,-7.429038047790527,32.92757034301758,12.165891647338867,34.41883850097656,9.921378135681152,21.753538131713867,15.431081771850586,13.60350513458252,-11.95672607421875,16.55405616760254,-11.263398170471191,11.475834846496582,-9.484066009521484,9.431517601013184,-9.572478294372559,13.842233657836914,1.1538485288619995,8.670915603637695,-2.595609426498413,10.975769996643066,-8.329039573669434,8.27416706085205,2278.772509285832,1564.2939233116654,4165.944327295354,2889.9116726527272,2580.548164071083,873.2842671475831,0.000245374976657331,0.0009722140966914594,0.05520746911873156,0.06274428534587059,0.08377779275178909,0.07452674955129623,0.4123927056789398,0.3152311444282532,117.45383522727273,181.19514875563485,28.162790720071424,134.4522123071406,256.76113209730795
18,0,-240.72158813476562,72.12553405761719,161.2008056640625,58.75556564331055,-5.934220790863037,37.91388702392578,18.68035888671875,34.66357421875,-0.16783414781093597,22.576894760131836,16.56096076965332,18.813032150268555,-10.745577812194824,16.34288787841797,0.07697159796953201,15.08544635772705,-7.668542861938477,12.429169654846191,-11.031837463378906,13.401102066040039,-1.0319359302520752,9.360946655273438,-0.9185305833816528,9.341850280761719,-10.734740257263184,8.333025932312012,2191.5761740377825,1645.9360297889455,3867.514834585777,2970.374516959082,2511.514202796368,876.7522646016913,0.00016003161726985127,0.0006736867362633348,0.057502634714076246,0.07189349859321237,0.12755358219146729,0.08834029734134674,0.42404916882514954,0.31398022174835205,123.046875,188.53035266689534,47.341256807106895,129.87227637178333,321.63553939916983
19,0,-264.2216491699219,68.7491226196289,140.1195526123047,41.706459045410156,4.381048202514648,29.123409271240234,26.773319244384766,25.724340438842773,6.0277886390686035,26.582027435302734,11.524415969848633,15.80713176727295,-9.93652629852295,15.776384353637695,-7.9347310066223145,12.280237197875977,-7.853541851043701,9.483806610107422,-13.917012214660645,14.130401611328125,-4.365964412689209,7.3356404304504395,-7.011650562286377,10.677088737487793,-7.601215839385986,7.7432637214660645,2068.7569321551514,1479.675877622099,3769.866177519011,2739.3213480536747,2636.404990047929,773.3735135856912,0.00014190399087965488,0.0007127479766495526,0.042939044676806086,0.05752407092474464,0.12188158184289932,0.09635660797357559,0.3429355323314667,0.32356512546539307,156.60511363636363,182.49571752783413,26.298578031279032,147.470545033677,238.1868050662396
20,0,-262.0760498046875,66.33734893798828,160.84970092773438,43.043601989746094,-9.858068466186523,32.008880615234375,22.174556732177734,31.33102798461914,7.181265354156494,23.483386993408203,16.710430145263672,15.039921760559082,-17.49635124206543,14.657247543334961,-8.368066787719727,12.426198959350586,-6.137928485870361,10.708110809326172,-10.750893592834473,12.402531623840332,-2.6656653881073,9.856725692749023,-4.265394687652588,11.044647216796875,-8.011458396911621,8.08181381225586,1994.9835440197262,1323.2418696564037,3586.576804923053,2625.831406748112,2496.3708751756994,791.5703308380338,0.00013735581887885928,0.0006423965678550303,0.04311474364007538,0.04706099155622317,0.10075429081916809,0.06561606377363205,0.3743378520011902,0.3167184293270111,77.1338619402985,183.85565199559107,23.723020100220523,144.93708933779286,255.2822967963007
21,0,-262.1294860839844,62.20280838012695,145.1598358154297,56.29648208618164,-2.13896107673645,28.531391143798828,33.011566162109375,36.15880584716797,-11.700565338134766,28.420888900756836,19.263063430786133,15.946380615234375,-9.827959060668945,14.27283763885498,-0.23687666654586792,12.87858772277832,-4.546377182006836,10.952245712280273,-5.779423713684082,13.38012981414795,-6.079725742340088,9.191073417663574,-4.132375717163086,10.45306396484375,-6.057700157165527,7.679145812988281,2552.781146091221,1986.0466974559158,4472.322850318471,3305.122657286299,2714.172277745022,787.5881320178944,0.0002016717044170946,0.001235754694789648,0.06911745496616242,0.089698624146164,0.09052068740129471,0.0588432215154171,0.40480750799179077,0.3117426037788391,156.60511363636363,191.1530218431456,25.30952752705557,146.62117719488774,281.62202349899894
22,0,-254.62440490722656,61.47884750366211,137.9924774169922,46.34743118286133,1.20079505443573,29.95424461364746,39.65549850463867,33.12628936767578,1.8265950679779053,26.54473114013672,10.069320678710938,18.79871368408203,-12.289263725280762,14.52324104309082,-3.5998895168304443,12.165498733520508,-6.258232593536377,11.22779655456543,-4.067638397216797,12.0664701461792,-4.03055477142334,9.31171989440918,-8.680095672607422,9.262810707092285,-10.062251091003418,7.581299304962158,2329.6550929403734,1629.3837456092049,4216.288174715909,2960.5683695800344,2776.715894089767,703.3029858833272,0.000226423580897972,0.0009827353060245514,0.052242148042929294,0.06692941058718781,0.10741832852363586,0.07828817516565323,0.3867027759552002,0.3191106617450714,101.33272058823529,206.3871447437441,38.8971457994253,155.33972608949827,329.15341375941045
23,0,-252.80047607421875,70.94223022460938,114.27120208740234,57.05839920043945,4.696403980255127,35.03061294555664,50.22700119018555,37.09739303588867,-0.4766317307949066,29.04303550720215,16.88149070739746,17.68416976928711,-4.9426655769348145,13.508069038391113,-4.703682899475098,13.520133018493652,-3.0207276344299316,10.396550178527832,-1.5519081354141235,10.517370223999023,-6.617433547973633,9.459102630615234,-8.796319007873535,10.329794883728027,-7.604417324066162,7.43182373046875,2852.19114653151,2146.937747379749,4943.157861147503,3247.6372141025745,2824.7779419262642,654.7060817684614,0.00017252270481549203,0.0005769031122326851,0.07937309744913687,0.10212865978387022,0.11838284879922867,0.0916069820523262,0.39264875650405884,0.3188835084438324,139.6748310810811,203.57428080214592,42.99888264284127,84.69958624535049,305.3421651462722
24,0,-250.754638671875,71.6062240600586,117.96641540527344,57.330352783203125,-3.194138526916504,32.9263916015625,37.043155670166016,36.27035903930664,6.2220001220703125,34.617855072021484,19.73065948486328,15.540648460388184,-12.42354679107666,15.766767501831055,-9.70082950592041,13.101192474365234,-10.647332191467285,11.352460861206055,-7.288914203643799,13.014223098754883,-4.256209850311279,10.859241485595703,-12.92357349395752,11.854042053222656,-11.309162139892578,9.595643997192383,2805.217394894834,2106.763903447871,4871.387725515464,3235.27015571329,2747.735857797836,732.744871872176,0.0001934589963639155,0.000952503876760602,0.07692191527061856,0.09660631904749915,0.10704537481069565,0.0782894566655159,0.36708638072013855,0.3202197551727295,161.4990234375,211.70363123152234,71.44552947310008,144.93708933779286,434.3205333134457
25,0,-263.1644592285156,77.99063110351562,180.99142456054688,51.69937515258789,-3.0899147987365723,33.636962890625,2.619380474090576,31.398469924926758,-4.156123161315918,19.856597900390625,11.351943016052246,15.964410781860352,-8.3463134765625,17.263355255126953,-0.2760063111782074,10.13455581665039,-8.35285758972168,11.14413833618164,-8.340156555175781,12.47548770904541,-2.6742546558380127,11.143301963806152,5.502748489379883,10.199928283691406,-3.486699104309082,8.406789779663086,1818.9236072785573,1302.6942615071246,3039.702278398289,2515.536826528328,2321.362685518626,816.2281888287129,0.00015431367501150817,0.0007811131654307246,0.04359070520437262,0.052499995974756776,0.10191643983125687,0.07233495265245438,0.42808178067207336,0.3050660789012909,161.4990234375,168.77702285411615,25.050285962744727,142.4471568943761,261.2492376303061
26,0,-260.8649597167969,76.64918518066406,146.61241149902344,51.66566848754883,-2.0749361515045166,32.04303741455078,32.25349807739258,33.29658889770508,7.920454978942871,27.546531677246094,16.131746292114258,19.989770889282227,-14.540328025817871,17.203773498535156,-4.480890274047852,12.841269493103027,-5.972715377807617,10.362227439880371,-10.015726089477539,13.345561981201172,-5.765275478363037,10.768479347229004,-6.438505172729492,12.650639533996582,-7.958752632141113,8.006829261779785,2287.552810994328,1718.2646344345028,4281.703275792739,3062.5457963994004,2675.9378083315796,869.7278077094254,0.0001078457135008648,0.00039701271452941,0.05435001148897059,0.07630540503791913,0.11547943949699402,0.08276452869176865,0.37493768334388733,0.3161810338497162,97.50884433962264,177.25339725026745,26.531234705827135,144.93708933779286,332.9779922007619
27,0,-293.8106994628906,67.7437973022461,152.72402954101562,44.21068572998047,-4.577563762664795,30.36420249938965,33.266414642333984,33.205101013183594,20.89598846435547,26.313953399658203,22.93973159790039,12.972173690795898,-19.992618560791016,14.85351276397705,-10.508318901062012,12.622623443603516,5.676856517791748,15.811765670776367,-0.8056761622428894,12.768280029296875,-3.2869389057159424,7.750857353210449,-7.771716594696045,12.48284912109375,-3.6612069606781006,8.624628067016602,1894.72472926175,1070.3480575785445,3768.9953483878094,2527.779502975064,2510.639779277277,795.1389692579744,0.00016332748054992408,0.0010771212400868535,0.03920225541077738,0.03822175463872512,0.10888563096523285,0.09161698073148727,0.45142486691474915,0.31363359093666077,161.4990234375,154.0868785210271,22.02660063604979,121.17511854086001,243.75415772291475
28,0,-277.2987365722656,69.63925170898438,171.4823760986328,45.97134780883789,-7.6901750564575195,30.065046310424805,12.900357246398926,27.366491317749023,2.8101019859313965,25.652368545532227,13.419414520263672,14.255813598632812,-17.197811126708984,15.865948677062988,-10.363557815551758,10.896402359008789,-7.044846534729004,11.453277587890625,-11.743017196655273,11.631141662597656,-4.590915679931641,9.776135444641113,-3.735809803009033,11.837367057800293,-7.765192031860352,7.599457263946533,1852.285670409938,1345.8118829287848,3230.8304636101975,2587.659030673337,2327.8269470148425,781.7873044180665,0.00011915296636288986,0.0003805363376159221,0.042128713507401314,0.04983539428775447,0.09561026841402054,0.06617099791765213,0.3487662672996521,0.30984801054000854,90.66611842105263,183.33138748970165,28.278755085623757,146.62117719488774,278.3873186689133
29,0,-273.59820556640625,87.71150970458984,161.47926330566406,52.19356155395508,-22.778911590576172,36.640689849853516,8.99888801574707,30.942832946777344,-6.888401031494141,25.8740234375,13.194573402404785,17.98215103149414,-12.761219024658203,16.909578323364258,-5.4571051597595215,14.368302345275879,-5.357920169830322,10.667590141296387,-8.627235412597656,13.677157402038574,-1.389094352722168,8.164871215820312,-3.9058620929718018,11.854927062988281,-8.437529563903809,8.879242897033691,2261.3595319098927,1563.0785960436108,4034.061785442073,2854.181730053451,2489.6432392237275,904.7588463051478,0.0002399039367446676,0.0014262358890846372,0.05718845274390244,0.06727105102070437,0.0967610776424408,0.08375171571969986,0.39677557349205017,0.320085346698761,78.30255681818181,210.97801084661344,32.868426502998496,151.79176184219858,298.36814045597566
30,0,-260.1869812011719,77.51231384277344,157.87326049804688,43.43125534057617,2.039480686187744,32.13003158569336,20.87775421142578,27.591764450073242,5.975273609161377,20.704614639282227,20.631864547729492,13.992753028869629,-15.232760429382324,17.902467727661133,-2.4694268703460693,13.692086219787598,-7.198011875152588,13.407681465148926,-8.230912208557129,12.472650527954102,-1.972876787185669,10.312028884887695,-3.122328758239746,10.848222732543945,-7.968228340148926,8.824394226074219,2009.0964918519658,1293.34940796531,3722.0699234312747,2798.955916629762,2736.335179421701,840.8031250962904,0.0002162080490961671,0.0010334807448089123,0.03987176294820717,0.04508219115229905,0.12152273207902908,0.10044495761394501,0.38776010274887085,0.31102749705314636,83.35433467741936,170.1033615870944,11.315268974573684,147.470545033677,194.5885507779272
31,0,-224.2626495361328,71.00666046142578,119.53678131103516,55.950035095214844,2.0257909297943115,32.53622817993164,55.81575012207031,38.558815002441406,-8.74073600769043,30.113773345947266,22.996360778808594,17.929744720458984,-11.614951133728027,15.47546100616455,-3.3830502033233643,12.274674415588379,-6.594208717346191,10.459294319152832,-1.423911690711975,12.523591995239258,-5.901930809020996,10.172442436218262,-5.723622798919678,8.960043907165527,-7.266097068786621,8.090441703796387,2885.815743577353,2152.7836074760294,5008.253666392544,3267.5220407487145,2901.0793623170784,643.4184062198459,0.00018831333727575839,0.0006710962043143809,0.07821827789961014,0.10038404077476214,0.15361489355564117,0.08335352689027786,0.39175844192504883,0.32155030965805054,109.95678191489361,217.95153934867477,49.719407360984945,144.93708933779286,369.46221501641037
32,0,-283.9924621582031,70.50399780273438,161.1715545654297,42.90471649169922,-4.098728179931641,30.296100616455078,24.60466957092285,26.304481506347656,0.18530088663101196,26.14451789855957,12.25645923614502,16.60964012145996,-15.7119779586792,15.0339994430542,-3.9574522972106934,12.227423667907715,-6.686383247375488,10.124900817871094,-5.432772636413574,11.544023513793945,-3.7216849327087402,8.154440879821777,-4.724158763885498,12.379450798034668,-6.486445903778076,8.840818405151367,2099.6264224967526,1408.9649874429326,3944.5504207739095,2866.995652038315,2649.0447581957324,858.453605461351,0.0001498329220339656,0.0006133366259746253,0.044338559144295304,0.05206840728190206,0.08180490881204605,0.06842837482690811,0.3918154835700989,0.3137258291244507,156.60511363636363,217.52486088648072,49.360236844377326,134.4522123071406,316.1100333457167
33,0,-228.8961181640625,56.71149826049805,136.969970703125,59.40514373779297,-3.733935832977295,24.830467224121094,49.040855407714844,34.64346694946289,-5.369227409362793,28.184240341186523,25.418106079101562,20.817787170410156,-16.504680633544922,16.124683380126953,-0.30248570442199707,15.409759521484375,-9.785956382751465,12.563263893127441,-1.933632493019104,12.284703254699707,-6.921407222747803,9.473614692687988,-9.820932388305664,8.748202323913574,-7.115658760070801,8.099525451660156,2919.1463210090697,2374.432281544946,5204.768880208333,3844.234170132887,2847.018531623288,970.9718393102287,0.00018727318092714995,0.000571113487239927,0.08171218791335978,0.09990001756561295,0.1455995738506317,0.08785876631736755,0.372897207736969,0.3201904296875,123.046875,183.5776351627795,12.686666957308029,152.6710825731361,223.523548179862
